"screen_name","text","stripped_text1"
"SpaceTimeW1zard","@QuantaMagazine I really would question Unitarity, sense the universe seems to have a bit of gestalt to it. That the whole is greater than the sum of the parts. Once you get into really high entropy systems like a jungle, P(A|B)&gt;P(A) can occur. Or like P(vaccine|anti-viral) &gt; P(vaccine)"," i really would question unitarity sense the universe seems to have a bit of gestalt to it that the whole is greater than the sum of the parts once you get into really high entropy systems like a jungle pabgtpa can occur or like pvaccineantiviral gt pvaccine"
"dlvolk1","The Israeli government are the Nazis, now?

Police clash with anti-vaccine protestors in Raâ€™anana - https://t.co/VLsLcK8pLe","the israeli government are the nazis nowpolice clash with antivaccine protestors in raâ€™anana  "
"JonUPS_","WATCH: Profanity-spewing anti-vaxxer denied service at Trump Grill for not showing vaccine card https://t.co/GHkGqL3GwE","watch profanityspewing antivaxxer denied service at trump grill for not showing vaccine card "
"ScaryRebelBat","@SiebeforORD1 My comment was mostly towards those who refuse to get the vaccine because â€œmah freedoms.â€ Those who cannot get it for medical reasons should absolutely be allowed to get food, or have it delivered without extra cost. Iâ€™m just angry at anti-vaxxers."," my comment was mostly towards those who refuse to get the vaccine because â€œmah freedomsâ€ those who cannot get it for medical reasons should absolutely be allowed to get food or have it delivered without extra cost iâ€™m just angry at antivaxxers"
"ScaryRebelBat","I really do care, and this rant is not aimed at folks who canâ€™t get the shot b/c of medical conditions, nor is it pointed at the very young who canâ€™t get the shot yet. Iâ€™m just exhausted, and scared. Get the vaccine if you can. Reach out if you need help. Anti-vaxxers donâ€™t care.","i really do care and this rant is not aimed at folks who canâ€™t get the shot bc of medical conditions nor is it pointed at the very young who canâ€™t get the shot yet iâ€™m just exhausted and scared get the vaccine if you can reach out if you need help antivaxxers donâ€™t care"
"cbaxstar","@MattHar72883913 @RexChapman As a primary care provider having the vaccine conversation several times a day, yes, they have. Itâ€™s not common, but honestly, any approach to anti-vaxxers is an uphill battle. There are many unique reasons a person wonâ€™t get vaxxed, and very few of them are easily reversed.","  as a primary care provider having the vaccine conversation several times a day yes they have itâ€™s not common but honestly any approach to antivaxxers is an uphill battle there are many unique reasons a person wonâ€™t get vaxxed and very few of them are easily reversed"
"cintiasil","A que ponto chegamos<U+0001F630>

UPDATE 1-Brazil's health regulator asks for protection as anti-vaccine threats mount | Article [AMP] | Reuters https://t.co/FPx2l8zt56","a que ponto chegamosufupdate brazil health regulator asks for protection as antivaccine threats mount  article amp  reuters "
"to5calp3rs","@GamesWithToasty @writersflood This is def a new low in the anti vaccine shenanigans. Actually radioactive â€œarmorâ€ for kids? Canâ€™t make this up! Brings back memories of this for me: https://t.co/DlncgJk1LV","  this is def a new low in the anti vaccine shenanigans actually radioactive â€œarmorâ€ for kids canâ€™t make this up brings back memories of this for me "
"tchailatte","@AdeDetective Senator Warren who has covid will not land in an ICU fighting for her life because she believes in science &amp; got triple vaccinated. Unlike anti vaccine idiots who are dying because they refused life saving vaccines."," senator warren who has covid will not land in an icu fighting for her life because she believes in science  got triple vaccinated unlike anti vaccine idiots who are dying because they refused life saving vaccines"
"GODAWGSGO53","Sarah Palin on Forced COVID-19 Vaccine: â€˜Over My Dead Bodyâ€™ https://t.co/7MmN31h4Im Thats where all u anti vaxers will be  is dead.  Soon u can have all the freedom u want,  6tf under enjoy.  Covid is a good way to thin out republican voters.","sarah palin on forced covid vaccine â€˜over my dead bodyâ€™  thats where all u anti vaxers will be  is dead  soon u can have all the freedom u want  tf under enjoy  covid is a good way to thin out republican voters"
"SuperiorSt","@mullinsnova @JenAshleyWright Anti-mandate IS anti-vaccine, all part of the same right-wing machine. You might be able to split the necessary hairs in order to differentiate the two, but Trumpers cannot and HERE WE ARE, still fucked. You can't comprehend that.","  antimandate is antivaccine all part of the same rightwing machine you might be able to split the necessary hairs in order to differentiate the two but trumpers cannot and here we are still fucked you cant comprehend that"
"DMcmennamy","@IamJoogle @l3eastUnleashed @RpsAgainstTrump 4) those that refuse to help themselves.  It's so transparent to everyone but MAGAs that your attempts to undermine President Biden and ""own the libs"" has and will cost your lives . The MAJORITY  of deaths are from the anti-vaxers not people who got the vaccine. https://t.co/vRZQrMzZxi","    those that refuse to help themselves  it so transparent to everyone but magas that your attempts to undermine president biden and own the libs has and will cost your lives  the majority  of deaths are from the antivaxers not people who got the vaccine "
"Analystmcoastti","I used to think the anti vax were stupid until the vaccine came to 254","i used to think the anti vax were stupid until the vaccine came to "
"ConcernedinPV","@LisaNicholo @GreenGuerilla1 @_No_Quarter_ @Synyster63 @AnnieAdeIe1 @chriscr66024638 @RushvilleRockit @jerbear714 @Angel_13_Rising @HuntersArtWork @TeeterA5 @Grmpyii @LadyOfTheOcean1 @EthanolFree90 @amundston @InfectiousMasc1 @jeff77531528 @FactsB4Politics @furcopalypse @NanetteDonnelly @The_Simons_ @MarkHoliday17 @PennyLynn3 @Arizona_Sheriff @ThePoorMan95 @Jetson77 @LarryWoolfolk2 @JackSpratCat @Flattielover @cloudzzz757 @ItsBT50 @skeeduu @TreatHunterDog @giddy_bunny @EatMe1369 @Emma34770971 @Sinner_Lilith @SnoJustis @Klee34036780 @alshadowdancer @Argusarrow @Allie4Christ @IMFletcherLives @waywardmegan15 @schmevil @imvala @misshellca @Cassie_Cascio @J0anofSarc @Evry1H8sGrtzLOL Yes, because it costs more. Itâ€™s truly not that complicated. I lost two people during COVID and neither were listed as having or had COVID. Thatâ€™s a false narrative and a BS way to excuse anyone dying before they should have. We get it. Youâ€™re Anti-Vaccine. Got it the first time.","                                                  yes because it costs more itâ€™s truly not that complicated i lost two people during covid and neither were listed as having or had covid thatâ€™s a false narrative and a bs way to excuse anyone dying before they should have we get it youâ€™re antivaccine got it the first time"
"poppypippa2","@DavidFerguson21 I'm not anti vax as such but this one has been rolled out too quickly and too many fit healthy people have either died because of the vaccine or been really ill so yeah I am very reluctant about having the jab and won't have it nor will I comply."," im not anti vax as such but this one has been rolled out too quickly and too many fit healthy people have either died because of the vaccine or been really ill so yeah i am very reluctant about having the jab and wont have it nor will i comply"
